1 0 0
2 1723 41.509
3 1670 40.8656
4 1679 40.9756
5 1613 40.1622
6 1545 39.3065
7 1480 38.4708
8 1491 38.6135
9 1453 38.1182
10 1419 37.6696
11 1292 35.9444
12 1394 37.3363
13 1397 37.3765
14 1272 35.6651
15 1299 36.0416
16 1250 35.3553
17 1191 34.5109
18 1199 34.6266
19 1174 34.2637
20 1150 33.9116
21 1094 33.0757
22 1076 32.8024
23 1097 33.121
24 1069 32.6956
25 1075 32.7872
26 1047 32.3574
27 974 31.209
28 1011 31.7962
29 997 31.5753
30 976 31.241
31 923 30.3809
32 966 31.0805
33 918 30.2985
34 883 29.7153
35 931 30.5123
36 872 29.5296
37 864 29.3939
38 873 29.5466
39 810 28.4605
40 778 27.8927
41 841 29
42 810 28.4605
43 820 28.6356
44 833 28.8617
45 807 28.4077
46 764 27.6405
47 771 27.7669
48 695 26.3629
49 751 27.4044
50 750 27.3861
51 704 26.533
52 721 26.8514
53 659 25.671
54 712 26.6833
55 704 26.533
56 632 25.1396
57 642 25.3377
58 700 26.4575
59 647 25.4362
60 640 25.2982
61 658 25.6515
62 632 25.1396
63 630 25.0998
64 590 24.2899
65 657 25.632
66 631 25.1197
67 615 24.7992
68 573 23.9374
69 594 24.3721
70 573 23.9374
71 542 23.2809
72 572 23.9165
73 526 22.9347
74 597 24.4336
75 564 23.7487
76 570 23.8747
77 501 22.383
78 570 23.8747
79 541 23.2594
80 567 23.8118
81 546 23.3666
82 529 23
83 528 22.9783
84 483 21.9773
85 496 22.2711
86 479 21.8861
87 521 22.8254
88 524 22.891
89 513 22.6495
90 460 21.4476
91 458 21.4009
92 470 21.6795
93 461 21.4709
94 507 22.5167
95 457 21.3776
96 468 21.6333
97 472 21.7256
98 404 20.0998
99 430 20.7364
100 446 21.1187
101 485 22.0227
102 417 20.4206
103 450 21.2132
104 459 21.4243
105 437 20.9045
106 452 21.2603
107 440 20.9762
108 449 21.1896
109 407 20.1742
110 442 21.0238
111 435 20.8567
112 411 20.2731
113 401 20.025
114 438 20.9284
115 414 20.347
116 415 20.3715
117 430 20.7364
118 383 19.5704
119 419 20.4695
120 420 20.4939
121 385 19.6214
122 382 19.5448
123 391 19.7737
124 400 20
125 372 19.2873
126 385 19.6214
127 371 19.2614
128 343 18.5203
129 355 18.8414
130 378 19.4422
131 366 19.1311
132 336 18.3303
133 341 18.4662
134 290 17.0294
135 373 19.3132
136 345 18.5742
137 340 18.4391
138 343 18.5203
139 354 18.8149
140 355 18.8414
141 329 18.1384
142 314 17.72
143 314 17.72
144 335 18.303
145 333 18.2483
146 301 17.3494
147 357 18.8944
148 313 17.6918
149 337 18.3576
150 300 17.3205
151 312 17.6635
152 317 17.8045
153 332 18.2209
154 291 17.0587
155 318 17.8326
156 358 18.9209
157 330 18.1659
158 263 16.2173
159 286 16.9115
160 319 17.8606
161 323 17.9722
162 321 17.9165
163 306 17.4929
164 302 17.3781
165 265 16.2788
166 294 17.1464
167 292 17.088
168 286 16.9115
169 278 16.6733
170 252 15.8745
171 284 16.8523
172 279 16.7033
173 299 17.2916
174 309 17.5784
175 301 17.3494
176 257 16.0312
177 322 17.9444
178 279 16.7033
179 274 16.5529
180 262 16.1864
181 260 16.1245
182 253 15.906
183 199 14.1067
184 253 15.906
185 292 17.088
186 285 16.8819
187 295 17.1756
188 249 15.7797
189 270 16.4317
190 244 15.6205
191 258 16.0624
192 249 15.7797
193 270 16.4317
194 252 15.8745
195 268 16.3707
196 269 16.4012
197 242 15.5563
198 284 16.8523
199 263 16.2173
200 255 15.9687
