1 0 0.00127283
2 -0.0347471 0.00127171
3 -0.0374152 0.00127416
4 -0.0374039 0.00127699
5 -0.0349072 0.0012829
6 -0.033559 0.00128739
7 -0.0346298 0.00129052
8 -0.0350738 0.00129657
9 -0.0347828 0.00130137
10 -0.0335612 0.0013051
11 -0.0352456 0.00131245
12 -0.0327604 0.00131727
13 -0.0351141 0.00131906
14 -0.0334246 0.00132487
15 -0.0287864 0.00132847
16 -0.0294601 0.00133368
17 -0.0293065 0.00133706
18 -0.0270787 0.00134075
19 -0.0248884 0.00134424
20 -0.0236504 0.00134808
21 -0.0238712 0.0013525
22 -0.0208057 0.00135613
23 -0.0233759 0.00136007
24 -0.0217702 0.00136255
25 -0.019574 0.00136389
26 -0.0169518 0.00136729
27 -0.0158122 0.00136987
28 -0.0150237 0.00137385
29 -0.0130453 0.00137622
30 -0.0107172 0.00137811
31 -0.0099253 0.00137958
32 -0.00734527 0.0013797
33 -0.00690242 0.00138398
34 -0.00426003 0.0013854
35 -0.00184822 0.00138787
36 0.00113534 0.00138742
37 0.0022011 0.00138913
38 0.00462128 0.00138833
39 0.00640537 0.00138883
40 0.00890783 0.00138863
41 0.0108598 0.00138987
42 0.0164618 0.0013894
43 0.0164351 0.00138838
44 0.0188401 0.00138899
45 0.0220631 0.00138775
46 0.0219289 0.00138754
47 0.0274323 0.00138518
48 0.0296584 0.00138511
49 0.0296532 0.00138432
50 0.0336405 0.00138056
51 0.0369809 0.00138141
52 0.0405608 0.0013784
53 0.0398562 0.00137762
54 0.0413032 0.00137503
55 0.043421 0.00137027
56 0.0487003 0.00136958
57 0.0501269 0.00136537
58 0.0554376 0.00136226
59 0.0553617 0.00135994
60 0.0599765 0.00135434
61 0.0614827 0.00135363
62 0.063142 0.00135003
63 0.0645604 0.00134626
64 0.0663894 0.00134181
65 0.0732567 0.00133691
66 0.0750898 0.00133235
67 0.075074 0.00132875
68 0.0808412 0.00132409
69 0.0819171 0.00132181
70 0.0860148 0.00131647
71 0.0825398 0.00131284
72 0.0866727 0.00130713
73 0.0902075 0.00130311
74 0.0924093 0.00129734
75 0.0934805 0.00129312
76 0.0973186 0.0012865
77 0.0990557 0.00128225
78 0.102799 0.00127796
79 0.104063 0.00127212
80 0.105351 0.00126751
81 0.107679 0.00126122
82 0.107494 0.00125753
83 0.11175 0.00125094
84 0.114575 0.00124592
85 0.112868 0.00124201
86 0.119471 0.00123548
87 0.119172 0.00122977
88 0.121314 0.00122495
89 0.122099 0.00121966
90 0.127317 0.00121254
91 0.126303 0.00120759
92 0.129878 0.00120256
93 0.131694 0.00119655
94 0.133136 0.00119174
95 0.133377 0.00118577
96 0.134334 0.00118041
97 0.136926 0.00117579
98 0.137784 0.00116893
99 0.138069 0.0011644
100 0.141324 0.00115788
101 0.142618 0.00115306
102 0.14433 0.00114743
103 0.14506 0.00114197
104 0.14462 0.00113859
105 0.147654 0.00113311
106 0.147124 0.0011254
107 0.14945 0.00112197
108 0.150025 0.00111565
109 0.153608 0.00111257
110 0.154131 0.00110652
111 0.156058 0.00110373
112 0.1548 0.00109928
113 0.156697 0.00109666
114 0.158021 0.00109739
115 0.158186 0.00111294
116 0.160442 0.00118336
117 0.161434 0.0013987
118 0.160469 0.00194289
119 0.162591 0.00306926
120 0.161062 0.00470595
121 0.156552 0.00607748
122 0.154786 0.00697478
123 0.144743 0.00764607
124 0.141503 0.00820389
125 0.140376 0.0086773
126 0.139564 0.00916429
127 0.135012 0.00966827
128 0.140144 0.0101414
129 0.147354 0.0107298
130 0.131011 0.0112573
131 0.145118 0.0118188
132 0.136745 0.0124006
133 0.136673 0.012829
134 0.129314 0.013484
135 0.130935 0.0139713
136 0.119233 0.0145664
137 0.149746 0.015129
138 0.132935 0.0157329
139 0.142167 0.0164133
140 0.131362 0.0170672
141 0.0955408 0.017525
142 0.133943 0.0180481
143 0.128973 0.0186242
144 0.134062 0.019139
145 0.124734 0.0195703
146 0.138342 0.0202196
147 0.143308 0.0207346
148 0.127593 0.021734
149 0.127869 0.0221025
150 0.15237 0.0228575
151 0.137241 0.0232621
152 0.137686 0.0239251
153 0.110123 0.024544
154 0.118275 0.0250785
155 0.113217 0.0259064
156 0.131824 0.0267166
157 0.138706 0.0272065
158 0.139621 0.0279946
159 0.127911 0.0283866
160 0.110541 0.0292979
161 0.154668 0.0295656
162 0.194049 0.0297746
163 0.152453 0.0299074
164 0.144642 0.0315912
165 0.0959525 0.0323085
166 0.11123 0.0332228
167 0.0914949 0.034401
168 0.101501 0.0349856
169 0.0672513 0.0352454
170 0.0330389 0.0345651
171 0.0283119 0.0363456
172 0.0909059 0.036442
173 0.0594607 0.0373718
174 0.0286987 0.0363456
175 0.0672288 0.03849
176 0.0535037 0.0388661
177 0.0282433 0.0392837
178 0.0250285 0.04
179 0.0390733 0.0402911
180 0.0472458 0.040032
181 0.0374808 0.0421825
182 0.0768719 0.0415227
183 0.0170485 0.0439375
184 0.0381357 0.0438951
185 0.0746387 0.0442374
186 0.06357 0.0442807
187 0.104615 0.0447214
188 0.113967 0.0438529
189 0.118551 0.0446322
190 0.0263188 0.0463739
191 0.0707502 0.0457389
192 0.109311 0.0481683
193 0.0412305 0.0468293
194 0.0517925 0.0469841
195 0.0541105 0.0489702
196 0.11311 0.0471405
197 0.0653212 0.050702
198 0.0471125 0.0478913
199 0.162007 0.0501255
200 0.0443148 0
